drug_a,drug_b,efek_interaksi,mekanisme_interaksi_farmakokinetik,mekanisme_interaksi_farmakodinamik,manajemen_interaksi
captopril,clozapine,Moderate,Tidak ada,Potensiasi hipotensi ortostatik melalui blokade alfa-1 adrenergik (clozapine) ditambah vasodilatasi ACE inhibitor.,"Mulai dengan dosis rendah clozapine. Monitor tekanan darah & gejala ortostatik. Edukasi pasien hindari berdiri mendadak, laporkan pusing/sinkop."
captopril,codeine,Moderate,Tidak ada,Efek aditif hipotensi akibat depresi SSP & vasodilatasi.,Monitor tekanan darah & sedasi. Hindari alkohol. Edukasi pasien terkait risiko pusing & jangan mengemudi/operasi mesin berat.
captopril,corticorelin,Moderate,Tidak ada,Kortikosteroid antagonis efek antihipertensi melalui retensi natrium & cairan.,"Monitor tekanan darah, elektrolit, berat badan. Pertimbangkan penyesuaian dosis antihipertensi. Hati-hati pada pasien gagal jantung."
captopril,corticotropin,Moderate,Tidak ada,Sama seperti corticorelin: retensi cairan & natrium ? menurunkan efek antihipertensi.,Lakukan monitoring tekanan darah & fungsi ginjal. Pantau tanda edema atau gagal jantung. Sesuaikan dosis antihipertensi bila perlu.
captopril,cortisone,Moderate,Tidak ada,Efek mineralokortikoid (retensi cairan/natrium) mengurangi efektivitas ACE inhibitor.,"Monitor tekanan darah, elektrolit, berat badan. Hindari penggunaan jangka panjang bila tidak perlu. Evaluasi risiko gagal jantung & edema."
captopril,cosyntropin,Moderate,Tidak ada,Kortikosteroid dari cosyntropin meningkatkan retensi natrium & cairan ? menurunkan efek antihipertensi.,"Monitor tekanan darah, elektrolit, berat badan. Evaluasi tanda edema/gagal jantung. Sesuaikan dosis antihipertensi bila perlu."
captopril,cyclobenzaprine,Moderate,Tidak ada,Efek aditif hipotensi melalui depresi SSP dan relaksasi otot yang menambah efek vasodilatasi ACE inhibitor.,Monitor tekanan darah & gejala ortostatik. Edukasi pasien hindari berdiri mendadak. Hindari alkohol & aktivitas berisiko sampai toleransi obat diketahui.
captopril,cyclosporine,Moderate,"Penurunan filtrasi glomerulus: cyclosporine ? vasokonstriksi arteriol aferen, ACE inhibitor ? dilatasi arteriol eferen ? risiko gagal ginjal akut.",Potensi hiperkalemia akibat efek sinergis pada sistem renin-angiotensin.,"Monitor fungsi ginjal & kalium serum rutin. Waspada pada pasien dengan diabetes, usia lanjut, atau gagal jantung. Edukasi pasien tanda hiperkalemia (lemah, aritmia, kesemutan)."
captopril,daclizumab,Moderate,Tidak ada,Risiko hepatotoksisitas meningkat; daclizumab sudah terkait hepatotoksisitas (hingga gagal hati). ACE inhibitor menambah beban hepatik.,"Lakukan pemeriksaan AST, ALT, bilirubin sebelum dan selama terapi. Edukasi pasien tanda hepatotoksisitas (mual, nyeri RUQ, ikterus). Hentikan bila terjadi peningkatan signifikan enzim hati."
captopril,dalteparin,Moderate,Tidak ada,Efek aditif peningkatan kalium: ACE inhibitor dan heparin (LMWH) sama-sama dapat meningkatkan kadar kalium.,"Monitor kalium & fungsi ginjal rutin, khususnya pada lansia, gagal ginjal, atau diabetes. Pertimbangkan alternatif bila hiperkalemia muncul."
captopril,dapagliflozin,Moderate,Tidak ada,SGLT-2 inhibitor meningkatkan diuresis & natriuresis ? kontraksi volume intravaskular ? memperkuat efek antihipertensi captopril.,"Evaluasi status volume sebelum memulai terapi. Monitor tekanan darah, fungsi ginjal, elektrolit, dan status hidrasi, terutama pada lansia/GINJAL terganggu. Hentikan sementara bila terjadi dehidrasi atau hipotensi signifikan."
captopril,darbepoetin alfa,Minor,Tidak ada,ACE inhibitor dapat mengurangi respons hematopoietik terhadap eritropoietin dengan menghambat sintesis endogen atau produksi eritrosit di sumsum tulang.,"Monitor Hb dan Ht secara berkala. Bila respon terhadap darbepoetin menurun, pertimbangkan penyesuaian dosis. Edukasi pasien mengenai tanda anemia. Efek interaksi biasanya ringan, namun perlu kewaspadaan pada pasien dialisis."
captopril,deflazacort,Moderate,Tidak ada,Kortikosteroid meningkatkan retensi natrium & cairan ? menurunkan efek antihipertensi.,"Monitor tekanan darah, berat badan, dan elektrolit pada penggunaan jangka panjang/ dosis tinggi. Sesuaikan dosis antihipertensi bila perlu. Waspada tanda gagal jantung atau edema."
captopril,desipramine,Moderate,Tidak ada,TCA (Desipramine) memiliki aktivitas antagonis alfa-1 adrenergik ? menambah efek hipotensi captopril ? risiko hipotensi ortostatik & sinkop.,"Gunakan dosis awal rendah & titrasi perlahan terutama pada lansia. Monitor tekanan darah, denyut jantung, dan gejala ortostatik. Edukasi pasien untuk bangun perlahan dan melaporkan pusing/sinkop. Pertimbangkan alternatif dengan afinitas rendah pada reseptor alfa-1 bila tersedia."
captopril,dexamethasone,Moderate,Tidak ada,Kortikosteroid meningkatkan retensi natrium & cairan ? menurunkan efek antihipertensi. Dexamethasone juga dimetabolisme CYP3A4; interaksi PK minor via enzim.,"Monitor tekanan darah, berat badan, dan elektrolit. Evaluasi tanda gagal jantung. Sesuaikan dosis antihipertensi bila perlu. Perlu pemantauan lebih ketat bila juga menggunakan penghambat CYP3A4 (misalnya diltiazem/verapamil) yang dapat meningkatkan kadar dexamethasone."
captopril,dexmedetomidine,Moderate,Tidak ada,Efek aditif: keduanya menurunkan tekanan darah & denyut jantung melalui mekanisme vasodilatasi dan agonis alfa-2 ? risiko hipotensi & bradikardia.,"Monitor status hemodinamik pasien (tekanan darah, denyut jantung). Gunakan dengan hati-hati, khususnya pada pasien dengan gangguan kardiovaskular. Pertimbangkan pengurangan dosis bila hipotensi signifikan."
captopril,dexmethylphenidate,Moderate,Tidak ada,Dexmethylphenidate meningkatkan tekanan darah & denyut jantung ? menurunkan efek antihipertensi captopril.,Monitor tekanan darah secara teratur. Sesuaikan dosis captopril bila diperlukan. Hati-hati pada pasien dengan hipertensi sulit dikontrol. Edukasi pasien untuk melaporkan gejala palpitasi atau sakit kepala.
captopril,diazepam,Moderate,Tidak ada,"Diazepam memiliki efek sedatif & depresan SSP yang dapat memperkuat efek hipotensi captopril ? risiko hipotensi ortostatik, sinkop, dan pusing.",Monitor tekanan darah & gejala ortostatik. Edukasi pasien untuk bangun perlahan. Hindari konsumsi alkohol. Larang mengemudi/operasi mesin berat sampai efek obat diketahui.
captopril,dichlorphenamide,Moderate,Tidak ada,Efek aditif dengan risiko hipotensi & hipovolemia. ACEI dapat memperburuk penurunan tekanan darah dari diuretik karbonat anhidrase. Risiko gagal ginjal akut pada pasien deplesi natrium.,"Monitor tekanan darah, elektrolit (terutama natrium & kalium), diuresis, dan fungsi ginjal. Pertimbangkan dosis kecil captopril atau hentikan sementara diuretik sebelum memulai ACEI. Awasi ketat pada pemberian dosis pertama untuk mencegah hipotensi berat."
captopril,diclofenac,Moderate,"NSAID menurunkan AUC ACEI (contoh enalapril), mengurangi efek antihipertensi. NSAID juga menurunkan perfusi ginjal dengan inhibisi prostaglandin.",Efek NSAID menyebabkan retensi cairan & natrium ? antagonis efek antihipertensi captopril. Kombinasi meningkatkan risiko gagal ginjal & hipertensi.,"Hindari penggunaan jangka panjang NSAID. Bila harus digunakan >1 minggu, monitor tekanan darah & fungsi ginjal (kreatinin, BUN). Gunakan dosis terendah NSAID. Pertimbangkan analgesik alternatif (misalnya parasetamol). Hindari pada pasien dengan risiko tinggi gagal ginjal."
captopril,didanosine,Minor,Penurunan bioavailabilitas captopril akibat antasid dalam formulasi didanosine ? menurunkan Cmax ?50% & AUC ?42%.,Tidak ada,"Pisahkan waktu pemberian captopril & didanosine/obat dengan antasid 1?2 jam. Efek antihipertensi biasanya tidak signifikan terpengaruh, namun tetap evaluasi bila tekanan darah tidak terkontrol."
captopril,diflunisal (nsaid),Moderate,NSAID menghambat sintesis prostaglandin ginjal ? menurunkan perfusi ginjal & mengurangi efek antihipertensi ACEI.,"Efek aditif: NSAID ? retensi cairan & natrium, antagonis efek antihipertensi ACEI. Risiko gagal ginjal akut & hipertensi meningkat.","Monitor tekanan darah & fungsi ginjal (ureum, kreatinin) selama penggunaan >1 minggu. Gunakan dosis NSAID terendah dalam durasi singkat. Pertimbangkan analgesik alternatif (misalnya parasetamol). Hati-hati pada lansia, pasien dehidrasi, atau dengan penyakit ginjal."
captopril,digoxin,Moderate,ACEI dapat menurunkan klirens renal digoxin ? meningkatkan kadar plasma digoxin ? risiko toksisitas.,Tidak ada,"Monitor kadar digoxin (trough level) & gejala toksisitas (mual, anoreksia, gangguan penglihatan, bradikardia). Perhatikan pasien dengan gagal jantung atau gangguan ginjal. Sesuaikan dosis digoxin bila perlu. Edukasi pasien untuk segera melapor bila ada gejala aritmia atau pusing berat."
captopril,dihydroxyaluminum sodium carbonate,Minor,Sama seperti didanosine: penurunan Cmax ?50% & AUC ?42% captopril akibat antasid yang menaikkan pH lambung.,Tidak ada,Pisahkan waktu minum captopril & antasid minimal 1?2 jam. Evaluasi tekanan darah bila terjadi penurunan efek antihipertensi.
captopril,diltiazem (ccb),Minor,Tidak ada,"Efek aditif: ACEI & CCB sama-sama menurunkan tekanan darah ? risiko hipotensi, terutama awal terapi.","Monitor tekanan darah ketat pada 1?3 minggu awal. Sesuaikan dosis bila hipotensi signifikan. Umumnya kombinasi aman dan sering digunakan pada hipertensi atau gagal jantung. Edukasi pasien mengenai gejala hipotensi ortostatik (pusing, lemas)."
captopril,dimenhydrinate,Moderate,Tidak ada,"Efek aditif: keduanya menurunkan tekanan darah (sedatif + ACEI) ? risiko hipotensi ortostatik, sinkop, takikardia.",Monitor tekanan darah dan gejala ortostasis. Hindari konsumsi alkohol. Edukasi pasien agar bangun perlahan dari posisi duduk/berbaring dan hindari aktivitas berisiko (misalnya mengemudi) sampai diketahui respon tubuh.
captopril,dimethyl fumarate,Moderate,"Fumaric acid ester dapat menambah risiko nefrotoksisitas, terutama bila digunakan dengan agen nefrotoksik (NSAID, siklosporin, dll).",Tidak ada,"Lakukan pemeriksaan fungsi ginjal (ureum, kreatinin, urinalisis) sebelum dan selama terapi. Waspadai proteinuria, Fanconi syndrome, atau tanda gagal ginjal. Gunakan hati-hati bila pasien memakai obat nefrotoksik lain."
captopril,diphenhydramine,Moderate,Tidak ada,"Efek aditif: antihistamin sedatif + ACEI ? meningkatkan risiko hipotensi, sinkop, dan gangguan kesadaran.","Monitor tekanan darah & status mental, khususnya awal terapi. Hindari alkohol & aktivitas berisiko. Edukasi pasien tentang tanda hipotensi (pusing, sinkop, lemas)."
captopril,diroximel fumarate,Moderate,"Sama dengan dimethyl fumarate: meningkatkan risiko nefrotoksisitas (proteinuria, tubular injury, interstitial fibrosis).",Tidak ada,Periksa fungsi ginjal secara berkala. Gunakan hati-hati pada pasien dengan terapi nefrotoksik lain. Hentikan bila timbul gagal ginjal atau Fanconi syndrome.
captopril,doxazosin,Moderate,Tidak ada,"Efek aditif: ACEI + alpha-blocker ? meningkatkan risiko hipotensi, terutama first-dose effect (hipotensi ortostatik, sinkop).",Gunakan dosis awal doxazosin rendah & titrasi perlahan. Pertimbangkan pengurangan dosis ACEI. Monitor tekanan darah ketat pada minggu awal. Anjurkan pasien minum obat pada malam hari untuk menurunkan risiko sinkop. Edukasi pasien agar tidak berdiri mendadak.
captopril,doxepin (oral),Moderate,Tidak ada,Efek aditif hipotensi karena blokade reseptor alfa-1 oleh doxepin ? meningkatkan risiko ortostasis dan sinkop.,"Gunakan dosis awal TCA rendah, titrasi perlahan. Monitor tekanan darah. Sarankan pasien hindari bangun mendadak & hindari mengemudi hingga tahu efek obat."
captopril,doxepin (topikal),Moderate,Tidak ada,"Sama seperti doxepin oral, meski sistemik lebih rendah, tetap ada efek aditif pada tekanan darah.","Sama dengan oral, terutama bila digunakan dalam jumlah besar atau pada kulit rusak. Edukasi pasien terkait risiko ortostatik."
captopril,dronabinol,Moderate,Tidak ada,"Efek aditif pada sistem saraf pusat ? meningkatkan risiko hipotensi, sinkop, dan gangguan kesadaran.","Monitor tekanan darah dan status mental, khususnya awal terapi. Hindari alkohol dan aktivitas berisiko. Edukasi pasien tentang tanda hipotensi."
captopril,drospirenone,Moderate,Tidak ada,"Efek aditif pada risiko hiperkalemia karena drospirenone bersifat antimineralokortikoid, mirip spironolakton.","Monitor kalium serum secara berkala. Hati-hati pada pasien dengan gagal ginjal, diabetes, atau lansia. Edukasi pasien soal gejala hiperkalemia (lemas, aritmia, kesemutan)."
captopril,efavirenz,Moderate,Potensi peningkatan risiko hepatotoksisitas bila digunakan bersama obat hepatotoksik lain.,Tidak ada,"Evaluasi fungsi hati sebelum dan selama terapi (AST, ALT, bilirubin). Waspadai tanda hepatotoksisitas. Gunakan hati-hati pada pasien dengan penyakit hati atau HIV-HCV coinfeksi."
captopril,empagliflozin,Moderate,Tidak ada,Efek aditif hipotensi melalui diuresis dan natriuresis akibat inhibisi SGLT-2 ? menyebabkan kontraksi volume intravaskular.,"Periksa status volume sebelum terapi. Monitor tekanan darah, elektrolit, fungsi ginjal. Hentikan sementara SGLT-2 inhibitor bila terjadi dehidrasi atau hipotensi."
captopril,enoxaparin,Moderate,Tidak ada,Efek aditif meningkatkan risiko hiperkalemia karena ACEI + heparin/LMWH ? menurunkan ekskresi kalium.,"Monitor kalium serum dan fungsi ginjal secara berkala. Hati-hati pada pasien dengan diabetes, usia lanjut, gagal jantung, atau gangguan ginjal."
captopril,epirubicin,Moderate,Eliminasi epirubicin melalui hepatobilier ? risiko meningkat bila ada hepatotoksisitas tambahan.,Tidak ada,"Monitor fungsi hati (AST, ALT, bilirubin) sebelum, selama, dan setelah terapi. Hentikan bila ada tanda hepatotoksisitas."
captopril,eplerenone,Moderate,Tidak ada,Efek aditif meningkatkan risiko hiperkalemia akibat blokade reseptor mineralokortikoid dan ACEI ? berisiko aritmia fatal.,"Monitor kalium setiap 2 minggu di awal, lalu bulanan. Waspada pasien dengan gagal ginjal, diabetes, usia lanjut, atau dehidrasi. Edukasi pasien soal gejala hiperkalemia."
captopril,epoetin alfa,Minor,Tidak ada,Potensi penurunan respons hematopoiesis (menurunkan produksi eritropoietin endogen atau efek sumsum tulang) ? risiko Hb/hematokrit lebih rendah.,Monitor Hb dan hematokrit pada pasien terapi EPO. Sesuaikan dosis bila respon hematopoietik berkurang.
captopril,epoetin beta-methoxy polyethylene glycol,Minor,Tidak ada,Diduga menurunkan respons eritropoietik dengan mengurangi sintesis EPO endogen atau produksi eritrosit sumsum tulang ? Hb/Ht lebih rendah.,Monitor Hb dan hematokrit. Sesuaikan dosis EPO bila respon hematopoietik berkurang. Perhatikan tanda anemia.
captopril,epoprostenol,Moderate,Tidak ada,Efek aditif hipotensi akibat vasodilatasi prostasiklin (PGI2) + ACEI. Risiko ortostatik dan sinkop meningkat.,Monitor tekanan darah lebih sering saat inisiasi. Anjurkan pasien menghindari perubahan posisi mendadak. Evaluasi gejala hipotensi.
captopril,eprosartan,Major,Tidak ada,"Efek aditif pada sistem RAA ? risiko hiperkalemia, hipotensi berat, gagal ginjal akut.","Kombinasi umumnya dihindari. Jika terpaksa, monitor ketat elektrolit, tekanan darah, dan fungsi ginjal. Hindari suplementasi kalium. Edukasi pasien soal gejala hiperkalemia."
captopril,ertugliflozin,Moderate,Tidak ada,Efek aditif hipotensi melalui natriuresis & diuresis akibat inhibisi SGLT-2 + ACEI. Risiko dehidrasi dan ortostatik.,"Pastikan status volume adekuat sebelum terapi. Monitor tekanan darah, elektrolit, dan fungsi ginjal. Hentikan SGLT-2 inhibitor sementara jika terjadi dehidrasi."
captopril,estramustine,Moderate,Tidak ada,"Risiko meningkatnya angioedema (mekanisme tidak jelas, terkait ACEI + estramustine).","Monitor ketat gejala angioedema (bengkak wajah, lidah, bibir, sesak napas). Segera hentikan terapi jika muncul gejala. Edukasi pasien untuk segera mencari pertolongan medis bila muncul tanda angioedema."
captopril,ethacrynic acid,Moderate,Tidak ada,Efek aditif hipotensi & hipovolemia. Risiko gagal ginjal bila deplesi natrium atau stenosis arteri renalis.,"Monitor tekanan darah, diuresis, elektrolit, fungsi ginjal. Mulai ACEI dosis rendah; bila perlu hentikan sementara diuretik. Awasi pasien minimal 2 jam setelah dosis awal."
captopril,ethanol,Moderate,Tidak ada,Alkohol meningkatkan efek hipotensi ACEI melalui vasodilatasi & efek depresan SSP.,"Anjurkan hindari/ batasi alkohol. Edukasi pasien soal pusing, sinkop, hipotensi ortostatik. Monitor tekanan darah."
captopril,etodolac,Moderate,NSAID menurunkan AUC ACEI tertentu (contoh enalapril/enalaprilat) ? menurunkan efek antihipertensi.,"Inhibisi prostaglandin ginjal ? retensi cairan, hipertensi, risiko gagal ginjal akut.",Monitor tekanan darah & fungsi ginjal. Evaluasi kreatinin & BUN berkala. Hindari penggunaan jangka panjang bila tidak perlu. Gunakan dosis NSAID rendah jika terpaksa.
captopril,etranacogene dezaparvovec,Moderate,Tidak ada,Hepatotoksisitas & penurunan efektivitas terapi faktor IX akibat cedera hepatosit transduksi AAV + ACEI hepatotoksik.,Monitor ALT & aktivitas faktor IX (1?2 kali/minggu ?4 bulan). Pertimbangkan kortikosteroid bila ALT naik. Konsultasikan protokol lokal.
captopril,everolimus,Moderate,Tidak ada,"Peningkatan risiko angioedema (ACEI + mTOR inhibitor). Insidensi lebih tinggi (6,8% vs 1,3% dengan ACEI saja).","Edukasi pasien mengenai tanda angioedema. Hentikan obat bila muncul gejala (bengkak wajah, lidah, bibir, sesak napas). Monitor ketat."
captopril,exenatide,Moderate,Tidak ada,"Risiko gangguan fungsi ginjal meningkat bila digunakan bersama obat yang memengaruhi fungsi ginjal atau status hidrasi (misal ACEI, NSAID, diuretik).","Monitor fungsi ginjal (kreatinin, BUN), status cairan, dan gejala dehidrasi. Hentikan salah satu obat bila timbul gangguan ginjal."
